Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Student-Athlete Meals (Non-Travel),Excess Transfers Back,Total Coaching Severance,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,"Facilities, Debt Service, and Equipment",Coaches Compensation,Non-Coaching Athletics Staff Compensation,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,"Conference/NCAA Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
The University of Alabama,100751,2005,Football Bowl Subdivision,Southeastern Conference,"$56,989,608.00 ",,$0.00 ,"$116,290.00 ","$2,597,665.00 ","$522,509.00 ","$2,712,200.00 ","$928,492.00 ","$4,969,362.00 ","$21,074,644.00 ","$8,531,959.00 ","$8,893,252.00 ","$6,643,235.00 ","$62,287,192.00 ","$6,278,351.00 ","$1,063,657.00 ","$20,262,542.00 ","$821,763.00 ","$12,891,968.00 ","$18,418,306.00 ",$0.00 
The University of Alabama,100751,2006,Football Bowl Subdivision,Southeastern Conference,"$60,636,961.00 ",,$0.00 ,"$95,924.00 ","$8,449,829.00 ","$624,677.00 ","$2,839,800.00 ","$745,756.00 ","$5,155,083.00 ","$16,480,425.00 ","$9,206,400.00 ","$10,376,312.00 ","$6,662,755.00 ","$67,730,762.00 ","$7,150,624.00 ","$1,188,376.00 ","$22,397,071.00 ","$823,000.00 ","$14,699,193.00 ","$18,669,242.00 ",$0.00 
The University of Alabama,100751,2007,Football Bowl Subdivision,Southeastern Conference,"$77,106,548.00 ",,$0.00 ,"$294,764.00 ","$10,512,655.00 ","$853,994.00 ","$2,333,200.00 ","$857,670.00 ","$5,369,231.00 ","$23,545,501.00 ","$12,669,251.00 ","$12,389,633.00 ","$8,280,649.00 ","$87,589,777.00 ","$10,394,217.00 ","$2,493,398.00 ","$26,979,612.00 ","$10,500.00 ","$17,681,941.00 ","$22,746,457.00 ","$3,497,537.00 "
The University of Alabama,100751,2008,Football Bowl Subdivision,Southeastern Conference,"$123,370,004.00 ",,$0.00 ,"$646,452.00 ","$47,730,091.00 ","$1,467,718.00 ","$2,193,500.00 ","$1,029,523.00 ","$4,926,665.00 ","$27,231,065.00 ","$14,799,299.00 ","$14,521,199.00 ","$8,824,492.00 ","$123,769,841.00 ","$35,474,815.00 ","$4,506,056.00 ","$29,860,400.00 ","$5,500.00 ","$16,055,389.00 ","$28,410,419.00 ","$9,457,262.00 "
The University of Alabama,100751,2009,Football Bowl Subdivision,Southeastern Conference,"$90,868,971.00 ",,$0.00 ,"$1,232,224.00 ","$16,658,713.00 ","$1,582,831.00 ","$2,555,250.00 ","$1,520,826.00 ","$7,742,232.00 ","$18,131,360.00 ","$15,388,629.00 ","$16,102,538.00 ","$9,954,368.00 ","$100,302,512.00 ","$10,819,238.00 ","$3,652,637.00 ","$29,641,806.00 ","$38,500.00 ","$22,487,393.00 ","$28,611,953.00 ","$5,050,985.00 "
The University of Alabama,100751,2010,Football Bowl Subdivision,Southeastern Conference,"$98,961,214.00 ",,$0.00 ,"$1,783,528.00 ","$16,789,631.00 ","$1,944,413.00 ","$2,233,162.00 ","$1,690,078.00 ","$8,768,996.00 ","$20,145,809.00 ","$18,436,630.00 ","$15,663,138.00 ","$11,505,829.00 ","$130,542,153.00 ","$22,885,964.00 ","$9,270,917.00 ","$33,739,056.00 ","$58,000.00 ","$29,733,239.00 ","$29,874,977.00 ","$4,980,000.00 "
The University of Alabama,100751,2011,Football Bowl Subdivision,Southeastern Conference,"$105,068,152.00 ",,$0.00 ,"$1,430,900.00 ","$14,675,397.00 ","$1,958,162.00 ","$2,254,629.00 ","$1,694,201.00 ","$8,564,855.00 ","$26,420,768.00 ","$17,845,810.00 ","$18,291,683.00 ","$11,931,747.00 ","$124,498,616.00 ","$19,548,628.00 ","$7,740,898.00 ","$30,082,101.00 ","$254,500.00 ","$29,924,734.00 ","$31,712,455.00 ","$5,235,300.00 "
The University of Alabama,100751,2012,Football Bowl Subdivision,Southeastern Conference,"$108,204,867.00 ",,$0.00 ,"$633,428.00 ","$15,264,167.00 ","$2,474,105.00 ","$3,418,691.00 ","$1,784,604.00 ","$8,680,760.00 ","$24,094,921.00 ","$19,687,779.00 ","$19,626,420.00 ","$12,539,992.00 ","$124,899,945.00 ","$12,740,581.00 ","$9,989,783.00 ","$30,390,598.00 ","$737,575.00 ","$32,536,955.00 ","$33,043,253.00 ","$5,461,200.00 "
The University of Alabama,100751,2013,Football Bowl Subdivision,Southeastern Conference,"$116,607,913.00 ",,$0.00 ,"$366,989.00 ","$16,713,978.00 ","$2,346,604.00 ","$3,242,286.00 ","$1,785,254.00 ","$11,560,917.00 ","$25,094,718.00 ","$21,363,154.00 ","$20,852,750.00 ","$13,281,263.00 ","$143,776,550.00 ","$18,823,188.00 ","$11,203,182.00 ","$34,233,035.00 ","$38,500.00 ","$34,782,908.00 ","$38,904,537.00 ","$5,791,200.00 "
The University of Alabama,100751,2014,Football Bowl Subdivision,Southeastern Conference,"$120,184,128.00 ",,$0.00 ,"$272,140.00 ","$17,416,264.00 ","$2,474,145.00 ","$3,063,602.00 ","$2,193,655.00 ","$10,792,967.00 ","$25,066,847.00 ","$23,159,068.00 ","$21,812,565.00 ","$13,932,875.00 ","$153,234,273.00 ","$25,289,634.00 ","$15,471,366.00 ","$32,196,689.00 ","$115,000.00 ","$36,945,141.00 ","$37,219,343.00 ","$5,997,100.00 "
The University of Alabama,100751,2015,Football Bowl Subdivision,Southeastern Conference,"$132,354,913.00 ",,$0.00 ,"$506,669.00 ","$15,788,473.00 ","$2,987,591.00 ","$3,581,725.00 ","$2,174,756.00 ","$10,391,436.00 ","$33,835,179.00 ","$25,143,881.00 ","$23,702,755.00 ","$14,242,448.00 ","$148,911,674.00 ","$21,120,881.00 ","$11,181,046.00 ","$29,354,594.00 ","$65,144.00 ","$45,337,504.00 ","$39,235,610.00 ","$2,616,895.00 "
The University of Alabama,100751,2016,Football Bowl Subdivision,Southeastern Conference,"$145,277,366.00 ","$838,187.00 ",$0.00 ,"$733,634.00 ","$17,170,015.00 ","$3,167,745.00 ","$4,276,168.00 ","$2,748,185.00 ","$20,884,325.00 ","$30,285,093.00 ","$24,998,474.00 ","$24,628,811.00 ","$15,546,729.00 ","$164,009,745.00 ","$20,220,407.00 ","$11,997,146.00 ","$29,651,491.00 ","$44,667.00 ","$59,515,443.00 ","$40,118,302.00 ","$2,462,289.00 "
The University of Alabama,100751,2017,Football Bowl Subdivision,Southeastern Conference,"$158,646,962.00 ","$955,931.00 ",$0.00 ,"$682,301.00 ","$17,035,309.00 ","$2,977,571.00 ","$4,044,067.00 ","$2,669,781.00 ","$21,896,184.00 ","$32,854,906.00 ","$30,643,832.00 ","$27,582,614.00 ","$17,304,466.00 ","$174,307,419.00 ","$20,450,825.00 ","$12,005,546.00 ","$33,011,723.00 ","$6,539,500.00 ","$61,718,210.00 ","$37,642,667.00 ","$2,938,948.00 "
The University of Alabama,100751,2018,Football Bowl Subdivision,Southeastern Conference,"$166,533,013.00 ","$1,046,462.00 ",$0.00 ,"$844,883.00 ","$18,877,663.00 ","$3,090,576.00 ","$4,166,549.00 ","$3,310,990.00 ","$23,563,927.00 ","$37,408,509.00 ","$27,979,991.00 ","$29,501,703.00 ","$16,741,760.00 ","$177,481,937.00 ","$25,011,321.00 ","$13,028,564.00 ","$30,213,518.00 ","$5,040,500.00 ","$63,316,330.00 ","$38,243,997.00 ","$2,627,707.00 "
The University of Alabama,100751,2019,Football Bowl Subdivision,Southeastern Conference,"$185,317,681.00 ","$878,044.00 ",$0.00 ,"$6,750,884.00 ","$21,916,792.00 ","$3,296,893.00 ","$3,985,825.00 ","$4,026,525.00 ","$24,138,237.00 ","$36,842,458.00 ","$33,186,394.00 ","$32,100,571.00 ","$18,195,058.00 ","$164,090,889.00 ","$29,607,254.00 ","$13,760,173.00 ","$7,080,674.00 ","$4,555,048.00 ","$67,312,165.00 ","$39,121,024.00 ","$2,654,551.00 "
The University of Alabama,100751,2020,Football Bowl Subdivision,Southeastern Conference,"$173,141,125.00 ","$854,409.00 ",$0.00 ,"$850,044.00 ","$22,472,558.00 ","$3,022,769.00 ","$4,583,000.00 ","$3,396,572.00 ","$16,434,314.00 ","$40,068,942.00 ","$31,908,828.00 ","$32,183,991.00 ","$17,365,698.00 ","$189,282,549.00 ","$45,744,361.00 ","$13,020,960.00 ","$20,213,208.00 ","$2,388,877.00 ","$63,986,703.00 ","$39,360,461.00 ","$4,567,979.00 "
The University of Alabama,100751,2021,Football Bowl Subdivision,Southeastern Conference,"$170,191,728.00 ","$775,044.00 ",$0.00 ,"$993,680.00 ","$15,451,580.00 ","$7,689,965.00 ","$306,433.00 ","$734,399.00 ","$15,338,497.00 ","$42,620,876.00 ","$36,509,164.00 ","$31,289,252.00 ","$18,482,838.00 ","$179,800,409.00 ","$9,939,009.00 ","$14,064,127.00 ","$35,640,206.00 ","$20,480.00 ","$98,046,643.00 ","$7,406,322.00 ","$14,683,622.00 "
The University of Alabama,100751,2022,Football Bowl Subdivision,Southeastern Conference,"$195,881,911.00 ","$918,301.00 ",$0.00 ,"$612,003.00 ","$24,992,651.00 ","$4,028,239.00 ","$4,963,000.00 ","$3,824,089.00 ","$23,426,924.00 ","$42,823,378.00 ","$37,062,029.00 ","$34,278,979.00 ","$18,952,318.00 ","$214,365,357.00 ","$14,803,783.00 ","$15,160,050.00 ","$53,113,300.00 ","$84,000.00 ","$75,614,337.00 ","$44,211,016.00 ","$11,378,871.00 "
The University of Alabama,100751,2023,Football Bowl Subdivision,Southeastern Conference,"$212,030,188.00 ","$5,885,094.00 ",$0.00 ,"$998,286.00 ","$24,669,418.00 ","$3,597,176.00 ","$5,047,755.00 ","$4,008,851.00 ","$23,905,209.00 ","$49,442,552.00 ","$38,802,810.00 ","$38,458,231.00 ","$17,214,806.00 ","$199,913,763.00 ","$15,740,014.00 ","$16,211,860.00 ","$49,694,074.00 ","$1,104,500.00 ","$72,753,268.00 ","$41,845,780.00 ","$2,564,267.00 "
The University of Alabama,100751,2024,Football Bowl Subdivision,Southeastern Conference,"$262,789,471.00 ","$5,503,929.00 ",$0.00 ,"$69,911.00 ","$28,963,128.00 ","$4,123,172.00 ","$3,820,729.00 ","$7,096,598.00 ","$29,038,288.00 ","$57,989,800.00 ","$67,202,625.00 ","$41,512,838.00 ","$17,468,453.00 ","$234,825,632.00 ","$18,443,431.00 ","$16,498,912.00 ","$76,080,563.00 ","$631,063.00 ","$77,562,527.00 ","$42,964,525.00 ","$2,644,611.00 "
Auburn University,100858,2005,Football Bowl Subdivision,Southeastern Conference,"$61,314,114.00 ",,$0.00 ,"$351,000.00 ","$7,503,926.00 ","$506,357.00 ","$2,932,268.00 ","$1,456,760.00 ","$5,498,654.00 ","$18,277,064.00 ","$9,698,471.00 ","$8,964,665.00 ","$6,124,949.00 ","$57,395,152.00 ","$2,318,811.00 ","$888,953.00 ","$22,865,880.00 ","$825,000.00 ","$13,671,177.00 ","$15,842,982.00 ",$0.00 
Auburn University,100858,2006,Football Bowl Subdivision,Southeastern Conference,"$63,249,119.00 ",,$0.00 ,$0.00 ,"$9,756,981.00 ","$745,190.00 ","$2,371,977.00 ","$1,739,224.00 ","$5,545,630.00 ","$17,828,429.00 ","$10,270,828.00 ","$8,375,911.00 ","$6,614,949.00 ","$66,599,925.00 ","$4,056,519.00 ","$1,110,444.00 ","$26,306,262.00 ","$825,480.00 ","$13,279,251.00 ","$20,099,721.00 ",$0.00 
Auburn University,100858,2007,Football Bowl Subdivision,Southeastern Conference,"$68,910,465.00 ",,$0.00 ,$0.00 ,"$10,970,634.00 ","$726,098.00 ","$3,675,436.00 ","$1,375,569.00 ","$6,207,463.00 ","$18,251,599.00 ","$10,905,708.00 ","$10,203,508.00 ","$6,594,450.00 ","$81,799,266.00 ","$6,244,230.00 ","$977,585.00 ","$31,715,011.00 ",$0.00 ,"$16,118,134.00 ","$21,796,102.00 ",$0.00 
Auburn University,100858,2008,Football Bowl Subdivision,Southeastern Conference,"$69,841,200.00 ",,$0.00 ,"$325,000.00 ","$10,183,626.00 ","$649,485.00 ","$2,667,720.00 ","$1,452,521.00 ","$6,388,877.00 ","$18,893,353.00 ","$11,330,594.00 ","$10,808,408.00 ","$7,141,616.00 ","$89,311,824.00 ","$4,145,060.00 ","$6,079,271.00 ","$34,897,688.00 ","$106,289.00 ","$16,896,757.00 ","$21,991,623.00 ",$0.00 
Auburn University,100858,2009,Football Bowl Subdivision,Southeastern Conference,"$85,480,343.00 ",,$0.00 ,"$6,494,472.00 ","$13,165,205.00 ","$644,218.00 ","$2,249,391.00 ","$1,585,843.00 ","$6,614,035.00 ","$23,708,801.00 ","$11,930,855.00 ","$11,532,601.00 ","$7,554,922.00 ","$87,001,413.00 ","$4,852,820.00 ","$3,396,585.00 ","$32,080,789.00 ","$380,000.00 ","$17,548,051.00 ","$23,514,179.00 ",$0.00 
Auburn University,100858,2010,Football Bowl Subdivision,Southeastern Conference,"$90,908,902.00 ",,$0.00 ,"$1,822,300.00 ","$16,170,065.00 ","$679,440.00 ","$2,811,697.00 ","$1,671,581.00 ","$7,261,953.00 ","$24,620,038.00 ","$13,928,324.00 ","$13,145,766.00 ","$8,797,738.00 ","$92,611,558.00 ","$5,414,262.00 ","$3,188,793.00 ","$29,731,122.00 ",$0.00 ,"$24,283,643.00 ","$24,732,134.00 ",$0.00 
Auburn University,100858,2011,Football Bowl Subdivision,Southeastern Conference,"$100,497,784.00 ",,$0.00 ,$0.00 ,"$13,582,509.00 ","$852,477.00 ","$4,319,311.00 ","$2,132,892.00 ","$8,859,213.00 ","$26,684,851.00 ","$19,795,958.00 ","$14,536,962.00 ","$9,733,611.00 ","$103,982,441.00 ","$5,379,015.00 ","$5,154,986.00 ","$32,849,477.00 ","$34,900.00 ","$27,280,293.00 ","$28,976,730.00 ",$0.00 
Auburn University,100858,2012,Football Bowl Subdivision,Southeastern Conference,"$96,315,831.00 ",,$0.00 ,"$325,000.00 ","$13,291,253.00 ","$600,138.00 ","$3,094,394.00 ","$2,544,910.00 ","$7,522,375.00 ","$25,397,819.00 ","$17,670,721.00 ","$15,879,845.00 ","$9,989,376.00 ","$105,951,251.00 ","$3,928,998.00 ","$6,886,435.00 ","$33,467,775.00 ","$1,033,075.00 ","$27,177,108.00 ","$29,241,252.00 ",$0.00 
Auburn University,100858,2013,Football Bowl Subdivision,Southeastern Conference,"$103,126,413.00 ",,$0.00 ,"$2,672,664.00 ","$15,613,258.00 ","$997,064.00 ","$3,190,150.00 ","$2,796,184.00 ","$7,698,941.00 ","$25,064,326.00 ","$16,899,520.00 ","$17,788,400.00 ","$10,405,906.00 ","$103,680,609.00 ","$4,358,754.00 ","$5,217,605.00 ","$31,832,026.00 ","$2,350,218.00 ","$27,111,863.00 ","$28,494,559.00 ",$0.00 
Auburn University,100858,2014,Football Bowl Subdivision,Southeastern Conference,"$126,470,602.00 ",,$0.00 ,"$4,846,662.00 ","$18,416,524.00 ","$1,034,511.00 ","$5,109,199.00 ","$2,709,528.00 ","$11,203,454.00 ","$30,863,140.00 ","$20,371,279.00 ","$19,911,702.00 ","$12,004,603.00 ","$113,716,004.00 ","$5,006,958.00 ","$5,275,554.00 ","$39,409,078.00 ","$38,000.00 ","$29,768,173.00 ","$29,833,441.00 ",$0.00 
Auburn University,100858,2015,Football Bowl Subdivision,Southeastern Conference,"$115,498,047.00 ",,$0.00 ,"$4,652,158.00 ","$14,122,215.00 ","$880,528.00 ","$3,766,335.00 ","$2,410,161.00 ","$8,374,185.00 ","$23,976,880.00 ","$21,120,891.00 ","$21,249,298.00 ","$14,945,396.00 ","$124,657,247.00 ","$8,342,361.00 ","$6,062,826.00 ","$37,004,887.00 ","$458,000.00 ","$38,313,963.00 ","$30,181,317.00 ",$0.00 
Auburn University,100858,2016,Football Bowl Subdivision,Southeastern Conference,"$124,864,399.00 ","$1,508,735.00 ",$0.00 ,"$3,326,578.00 ","$15,388,008.00 ","$995,101.00 ","$3,647,170.00 ","$2,257,968.00 ","$9,595,853.00 ","$26,955,002.00 ","$22,553,348.00 ","$23,077,255.00 ","$15,559,381.00 ","$140,070,593.00 ","$9,898,413.00 ","$6,196,360.00 ","$35,720,710.00 ","$3,240,000.00 ","$47,411,352.00 ","$32,165,386.00 ","$438,321.00 "
Auburn University,100858,2017,Football Bowl Subdivision,Southeastern Conference,"$132,885,979.00 ","$1,525,697.00 ",$0.00 ,"$2,563,978.00 ","$14,504,784.00 ","$980,666.00 ","$3,714,155.00 ","$2,213,392.00 ","$10,961,398.00 ","$31,531,608.00 ","$23,620,156.00 ","$25,377,218.00 ","$15,892,927.00 ","$147,511,034.00 ","$10,395,108.00 ","$8,824,420.00 ","$35,411,244.00 ","$58,000.00 ","$56,197,645.00 ","$32,991,096.00 ",$0.00 
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,"$139,798,191.00 ","$1,459,164.00 ",$0.00 ,"$2,932,576.00 ","$14,996,032.00 ","$935,294.00 ","$3,887,937.00 ","$2,083,737.00 ","$12,219,736.00 ","$30,525,669.00 ","$27,013,672.00 ","$26,746,067.00 ","$16,998,307.00 ","$147,620,569.00 ","$10,156,883.00 ","$9,630,402.00 ","$35,683,958.00 ","$44,000.00 ","$53,628,066.00 ","$33,213,941.00 ",$0.00 
Auburn University,100858,2019,Football Bowl Subdivision,Southeastern Conference,"$139,260,711.00 ","$1,876,027.00 ",$0.00 ,"$284,873.00 ","$17,994,168.00 ","$898,864.00 ","$4,125,450.00 ","$2,188,165.00 ","$11,338,056.00 ","$30,341,734.00 ","$28,118,468.00 ","$25,797,084.00 ","$16,297,822.00 ","$152,455,416.00 ","$10,810,532.00 ","$9,667,679.00 ","$35,280,374.00 ","$4,318,000.00 ","$55,192,075.00 ","$31,925,504.00 ",$0.00 
Auburn University,100858,2020,Football Bowl Subdivision,Southeastern Conference,"$135,816,431.00 ","$1,518,651.00 ",$0.00 ,"$734,877.00 ","$12,031,106.00 ","$823,611.00 ","$5,096,579.00 ","$1,702,093.00 ","$10,108,053.00 ","$31,298,623.00 ","$29,178,886.00 ","$25,803,270.00 ","$17,520,682.00 ","$153,703,749.00 ","$9,938,252.00 ","$9,658,649.00 ","$33,519,272.00 ","$3,625,798.00 ","$56,475,222.00 ","$33,820,864.00 ","$751,984.00 "
Auburn University,100858,2021,Football Bowl Subdivision,Southeastern Conference,"$133,289,885.00 ","$995,445.00 ",$0.00 ,"$16,661,648.00 ","$5,954,226.00 ","$802,600.00 ","$360,000.00 ","$284,012.00 ","$8,471,403.00 ","$29,225,731.00 ","$29,537,173.00 ","$24,559,777.00 ","$16,437,870.00 ","$123,546,999.00 ","$10,544,676.00 ","$4,666,566.00 ","$16,225,555.00 ",$0.00 ,"$79,878,922.00 ","$3,718,186.00 ","$3,106,867.00 "
Auburn University,100858,2022,Football Bowl Subdivision,Southeastern Conference,"$151,590,763.00 ","$2,225,015.00 ",$0.00 ,"$8,237,638.00 ","$16,179,578.00 ","$1,412,131.00 ","$4,215,945.00 ","$2,730,647.00 ","$12,571,050.00 ","$33,866,857.00 ","$27,717,457.00 ","$25,396,250.00 ","$17,038,195.00 ","$174,568,442.00 ","$9,633,391.00 ","$11,100,482.00 ","$36,372,783.00 ","$10,000.00 ","$67,749,979.00 ","$34,140,396.00 ","$9,157,809.00 "
Auburn University,100858,2023,Football Bowl Subdivision,Southeastern Conference,"$192,030,692.00 ","$2,533,861.00 ",$0.00 ,"$19,888,025.00 ","$17,957,924.00 ","$1,529,810.00 ","$4,899,940.00 ","$3,406,848.00 ","$14,079,097.00 ","$43,269,032.00 ","$32,458,716.00 ","$32,900,040.00 ","$19,107,399.00 ","$195,301,922.00 ","$14,441,010.00 ","$9,253,662.00 ","$41,988,978.00 ",$0.00 ,"$62,382,218.00 ","$32,376,895.00 ","$27,875,736.00 "
Auburn University,100858,2024,Football Bowl Subdivision,Southeastern Conference,"$191,558,771.00 ","$3,014,122.00 ",$0.00 ,"$10,895,693.00 ","$19,015,973.00 ","$1,460,474.00 ","$4,992,041.00 ","$3,086,354.00 ","$16,253,094.00 ","$41,798,008.00 ","$35,932,455.00 ","$37,018,439.00 ","$18,092,118.00 ","$194,360,814.00 ","$18,349,435.00 ","$8,370,685.00 ","$47,555,143.00 ","$870,017.00 ","$65,667,378.00 ","$35,526,876.00 ","$10,953,679.00 "
Jacksonville State University,101480,2005,Football Championship Subdivision,,,,,,,,,,,,,,,,,,,,,,
Jacksonville State University,101480,2006,Football Championship Subdivision,,,,,,,,,,,,,,,,,,,,,,
Jacksonville State University,101480,2007,Football Championship Subdivision,,"$9,459,970.00 ",,$0.00 ,$0.00 ,"$1,809,139.00 ","$196,701.00 ","$156,000.00 ","$208,440.00 ","$858,461.00 ","$383,255.00 ","$2,237,248.00 ","$1,137,988.00 ","$2,472,738.00 ","$9,459,970.00 ","$386,316.00 ",$0.00 ,"$714,891.00 ","$405,000.00 ","$320,574.00 ","$163,337.00 ","$7,469,852.00 "
Jacksonville State University,101480,2008,Football Championship Subdivision,,"$9,468,579.00 ",,$0.00 ,$0.00 ,"$1,027,878.00 ","$111,329.00 ","$8,000.00 ","$165,265.00 ","$821,924.00 ","$379,996.00 ","$2,357,743.00 ","$1,745,634.00 ","$2,850,810.00 ","$9,468,579.00 ","$822,204.00 ",$0.00 ,$0.00 ,"$272,780.00 ","$442,877.00 ","$183,791.00 ","$7,746,927.00 "
Jacksonville State University,101480,2009,Football Championship Subdivision,,"$9,968,292.00 ",,$0.00 ,$0.00 ,"$923,786.00 ","$123,210.00 ","$21,500.00 ","$236,204.00 ","$955,232.00 ","$464,280.00 ","$2,407,007.00 ","$1,795,023.00 ","$3,042,050.00 ","$9,968,292.00 ","$923,498.00 ",$0.00 ,$0.00 ,"$767,139.00 ","$471,345.00 ","$153,248.00 ","$7,653,062.00 "
Jacksonville State University,101480,2010,Football Championship Subdivision,,"$10,141,416.00 ",,$0.00 ,$0.00 ,"$904,444.00 ","$116,173.00 ","$27,071.00 ","$171,448.00 ","$930,604.00 ","$351,456.00 ","$2,456,401.00 ","$1,517,406.00 ","$3,666,413.00 ","$10,141,416.00 ","$721,676.00 ",$0.00 ,"$192,560.00 ","$493,000.00 ","$529,430.00 ","$247,662.00 ","$7,957,088.00 "
Jacksonville State University,101480,2011,Football Championship Subdivision,,"$12,154,751.00 ",,$0.00 ,$0.00 ,"$1,103,624.00 ","$104,416.00 ","$14,764.00 ","$167,911.00 ","$957,102.00 ","$977,422.00 ","$2,541,874.00 ","$1,947,883.00 ","$4,339,755.00 ","$12,154,751.00 ","$804,521.00 ",$0.00 ,"$335,701.00 ","$248,800.00 ","$623,312.00 ","$421,081.00 ","$9,721,336.00 "
Jacksonville State University,101480,2012,Football Championship Subdivision,,"$12,261,404.00 ",,$0.00 ,$0.00 ,"$996,889.00 ","$105,530.00 ","$17,623.00 ","$216,409.00 ","$1,169,441.00 ","$917,309.00 ","$2,635,490.00 ","$1,539,331.00 ","$4,663,382.00 ","$12,261,404.00 ","$374,572.00 ",$0.00 ,"$741,379.00 ","$1,002,500.00 ","$733,378.00 ","$196,889.00 ","$9,212,686.00 "
Jacksonville State University,101480,2013,Football Championship Subdivision,,"$12,619,261.00 ",,$0.00 ,$0.00 ,"$1,225,582.00 ","$107,126.00 ","$14,318.00 ","$230,693.00 ","$1,111,037.00 ","$671,422.00 ","$2,784,352.00 ","$1,666,336.00 ","$4,808,395.00 ","$13,354,125.00 ","$414,493.00 ",$0.00 ,"$941,171.00 ","$1,077,500.00 ","$785,789.00 ","$953,012.00 ","$9,182,160.00 "
Jacksonville State University,101480,2014,Football Championship Subdivision,,"$12,909,804.00 ",,$0.00 ,$0.00 ,"$1,096,210.00 ","$104,067.00 ","$159,519.00 ","$202,290.00 ","$1,964,420.00 ","$760,766.00 ","$2,705,135.00 ","$1,630,217.00 ","$4,287,180.00 ","$13,430,960.00 ","$687,549.00 ",$0.00 ,"$860,054.00 ","$1,403,352.00 ","$879,349.00 ","$759,621.00 ","$8,841,035.00 "
Jacksonville State University,101480,2015,Football Championship Subdivision,,"$13,215,127.00 ",,$0.00 ,$0.00 ,"$1,346,773.00 ","$117,772.00 ","$69,068.00 ","$251,231.00 ","$1,686,865.00 ","$644,845.00 ","$2,848,574.00 ","$1,627,868.00 ","$4,622,131.00 ","$13,215,127.00 ","$253,226.00 ",$0.00 ,"$730,862.00 ","$931,980.00 ","$926,828.00 ","$636,115.00 ","$9,736,116.00 "
Jacksonville State University,101480,2016,Football Championship Subdivision,,"$16,317,227.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,875,672.00 ","$307,824.00 ","$160,613.00 ","$251,004.00 ","$1,988,598.00 ","$2,751,602.00 ","$2,988,571.00 ","$1,618,624.00 ","$4,374,719.00 ","$16,317,227.00 ","$381,854.00 ",$0.00 ,"$912,787.00 ","$976,000.00 ","$1,033,736.00 ","$1,246,169.00 ","$11,766,681.00 "
Jacksonville State University,101480,2017,Football Championship Subdivision,,"$16,761,667.00 ","$1,272.00 ",$0.00 ,"$199,850.00 ","$1,656,205.00 ","$428,471.00 ","$76,165.00 ","$247,596.00 ","$1,771,684.00 ","$2,763,756.00 ","$3,295,825.00 ","$1,728,503.00 ","$4,592,340.00 ","$16,761,667.00 ","$411,267.00 ",$0.00 ,"$859,656.00 ","$450,000.00 ","$1,536,434.00 ","$997,949.00 ","$12,157,786.00 "
Jacksonville State University,101480,2018,Football Championship Subdivision,,"$17,669,621.00 ","$4,208.00 ",$0.00 ,"$118,415.00 ","$2,044,635.00 ","$430,805.00 ","$26,167.00 ","$263,112.00 ","$1,948,298.00 ","$2,885,276.00 ","$3,349,022.00 ","$1,666,922.00 ","$4,932,761.00 ","$17,669,621.00 ","$373,881.00 ",$0.00 ,"$813,660.00 ","$654,000.00 ","$1,253,904.00 ","$991,593.00 ","$12,532,495.00 "
Jacksonville State University,101480,2019,Football Championship Subdivision,,"$18,416,177.00 ","$41,616.00 ",$0.00 ,"$59,208.00 ","$1,919,517.00 ","$242,131.00 ","$178,764.00 ","$309,345.00 ","$2,087,805.00 ","$2,941,601.00 ","$3,523,859.00 ","$1,963,939.00 ","$5,148,392.00 ","$18,416,177.00 ","$340,028.00 ",$0.00 ,"$1,259,633.00 ","$375,703.00 ","$1,123,973.00 ","$385,852.00 ","$13,895,007.00 "
