gameid,season,seasontype,startdate,team,conference,opponent,opponentconference,seasonlabel,tournament,starttimetbd,teamid,teamseed,opponentid,opponentseed,neutralsite,ishome,conferencegame,gametype,notes
78146,2012,regular,2011-11-17T03:00:00.000Z,Hofstra,CAA,Oregon State,Pac-12,20112012,,False,110,,224,,False,False,False,TRNMNT,
78149,2012,regular,2011-11-17T03:30:00.000Z,Oral Roberts,Summit,Arkansas-Pine Bluff,SWAC,20112012,,False,222,,14,,True,True,False,TRNMNT,
78149,2012,regular,2011-11-17T03:30:00.000Z,Arkansas-Pine Bluff,SWAC,Oral Roberts,Summit,20112012,,False,14,,222,,True,False,False,TRNMNT,
78150,2012,regular,2011-11-17T04:00:00.000Z,San Francisco,WCC,San José State,WAC,20112012,,False,259,,260,,False,True,False,STD,
78150,2012,regular,2011-11-17T04:00:00.000Z,San José State,WAC,San Francisco,WCC,20112012,,False,260,,259,,False,False,False,STD,
78154,2012,regular,2011-11-17T15:30:00.000Z,Western Michigan,MAC,Temple,A-10,20112012,,False,351,,289,,True,True,False,TRNMNT,
78154,2012,regular,2011-11-17T15:30:00.000Z,Temple,A-10,Western Michigan,MAC,20112012,,False,289,,351,,True,False,False,TRNMNT,
78155,2012,regular,2011-11-17T17:30:00.000Z,Western Kentucky,Sun Belt,Tulsa,CUSA,20112012,,False,350,,304,,True,True,False,TRNMNT,
78155,2012,regular,2011-11-17T17:30:00.000Z,Tulsa,CUSA,Western Kentucky,Sun Belt,20112012,,False,304,,350,,True,False,False,TRNMNT,
78156,2012,regular,2011-11-17T18:00:00.000Z,Iona,MAAC,Purdue,Big Ten,20112012,,False,123,,236,,True,True,False,TRNMNT,
78156,2012,regular,2011-11-17T18:00:00.000Z,Purdue,Big Ten,Iona,MAAC,20112012,,False,236,,123,,True,False,False,TRNMNT,
78157,2012,regular,2011-11-17T20:00:00.000Z,Northwestern,Big Ten,LSU,SEC,20112012,,False,212,,136,,True,True,False,TRNMNT,
78157,2012,regular,2011-11-17T20:00:00.000Z,LSU,SEC,Northwestern,Big Ten,20112012,,False,136,,212,,True,False,False,TRNMNT,
78158,2012,regular,2011-11-17T22:00:00.000Z,Alabama,SEC,Maryland,ACC,20112012,,False,5,,160,,True,True,False,TRNMNT,
78158,2012,regular,2011-11-17T22:00:00.000Z,Maryland,ACC,Alabama,SEC,20112012,,False,160,,5,,True,False,False,TRNMNT,
78159,2012,regular,2011-11-17T22:30:00.000Z,Seton Hall,Big East,VCU,CAA,20112012,,False,263,,333,,True,True,False,TRNMNT,
78159,2012,regular,2011-11-17T22:30:00.000Z,VCU,CAA,Seton Hall,Big East,20112012,,False,333,,263,,True,False,False,TRNMNT,
78162,2012,regular,2011-11-18T00:00:00.000Z,Morehead State,OVC,Asbury,,20112012,,False,181,,814,,False,True,True,STD,
78162,2012,regular,2011-11-18T00:00:00.000Z,Asbury,,Morehead State,OVC,20112012,,False,814,,181,,False,False,True,STD,
78164,2012,regular,2011-11-18T00:00:00.000Z,Campbell,Big South,North Carolina A&T,MEAC,20112012,,False,41,,198,,False,True,False,STD,
78164,2012,regular,2011-11-18T00:00:00.000Z,North Carolina A&T,MEAC,Campbell,Big South,20112012,,False,198,,41,,False,False,False,STD,
78165,2012,regular,2011-11-18T00:00:00.000Z,Bethune-Cookman,MEAC,Johnson University Florida,,20112012,,False,23,,835,,False,True,False,STD,
78165,2012,regular,2011-11-18T00:00:00.000Z,Johnson University Florida,,Bethune-Cookman,MEAC,20112012,,False,835,,23,,False,False,False,STD,
78166,2012,regular,2011-11-18T00:00:00.000Z,Alabama State,SWAC,Northwestern State,Southland,20112012,,False,6,,211,,False,True,False,STD,
78166,2012,regular,2011-11-18T00:00:00.000Z,Northwestern State,Southland,Alabama State,SWAC,20112012,,False,211,,6,,False,False,False,STD,
78169,2012,regular,2011-11-18T00:00:00.000Z,Richmond,A-10,Hampton,MEAC,20112012,,False,242,,106,,False,True,False,STD,
78169,2012,regular,2011-11-18T00:00:00.000Z,Hampton,MEAC,Richmond,A-10,20112012,,False,106,,242,,False,False,False,STD,
78170,2012,regular,2011-11-18T00:00:00.000Z,Furman,SoCon,Mercer,ASUN,20112012,,False,93,,164,,False,True,False,STD,
78170,2012,regular,2011-11-18T00:00:00.000Z,Mercer,ASUN,Furman,SoCon,20112012,,False,164,,93,,False,False,False,STD,
78172,2012,regular,2011-11-18T00:00:00.000Z,Massachusetts,A-10,NJIT,Great West,20112012,,False,161,,186,,False,True,False,STD,
78172,2012,regular,2011-11-18T00:00:00.000Z,NJIT,Great West,Massachusetts,A-10,20112012,,False,186,,161,,False,False,False,STD,
78173,2012,regular,2011-11-18T00:00:00.000Z,Yale,Ivy,Vermont State - Lyndon,,20112012,,False,360,,524,,False,True,False,STD,
78173,2012,regular,2011-11-18T00:00:00.000Z,Vermont State - Lyndon,,Yale,Ivy,20112012,,False,524,,360,,False,False,False,STD,
78160,2012,regular,2011-11-18T00:00:00.000Z,Rider,MAAC,Pennsylvania,Ivy,20112012,,False,243,,227,,False,True,False,STD,
78160,2012,regular,2011-11-18T00:00:00.000Z,Pennsylvania,Ivy,Rider,MAAC,20112012,,False,227,,243,,False,False,False,STD,
78171,2012,regular,2011-11-18T00:00:00.000Z,Minnesota,Big Ten,Fairfield,MAAC,20112012,,False,173,,83,,False,True,False,STD,
78171,2012,regular,2011-11-18T00:00:00.000Z,Fairfield,MAAC,Minnesota,Big Ten,20112012,,False,83,,173,,False,False,False,STD,
78151,2012,regular,2011-11-18T00:00:00.000Z,UConn,Big East,Maine,Am. East,20112012,,False,314,,154,,False,True,False,STD,
78151,2012,regular,2011-11-18T00:00:00.000Z,Maine,Am. East,UConn,Big East,20112012,,False,154,,314,,False,False,False,STD,
78168,2012,regular,2011-11-18T00:00:00.000Z,West Virginia,Big East,Alcorn State,SWAC,20112012,,False,347,,7,,False,True,False,STD,
78168,2012,regular,2011-11-18T00:00:00.000Z,Alcorn State,SWAC,West Virginia,Big East,20112012,,False,7,,347,,False,False,False,STD,
78167,2012,regular,2011-11-18T00:00:00.000Z,Mississippi State,SEC,Texas A&M,Big 12,20112012,,False,174,,293,,True,True,False,TRNMNT,
78167,2012,regular,2011-11-18T00:00:00.000Z,Texas A&M,Big 12,Mississippi State,SEC,20112012,,False,293,,174,,True,False,False,TRNMNT,
78161,2012,regular,2011-11-18T00:00:00.000Z,UNC Greensboro,SoCon,UNC Pembroke,,20112012,,False,320,,1406,,False,True,False,STD,
78161,2012,regular,2011-11-18T00:00:00.000Z,UNC Pembroke,,UNC Greensboro,SoCon,20112012,,False,1406,,320,,False,False,False,STD,
78163,2012,regular,2011-11-18T00:00:00.000Z,UMBC,Am. East,Loyola Maryland,MAAC,20112012,,False,317,,152,,False,True,False,STD,
78163,2012,regular,2011-11-18T00:00:00.000Z,Loyola Maryland,MAAC,UMBC,Am. East,20112012,,False,152,,317,,False,False,False,STD,
78174,2012,regular,2011-11-18T00:05:00.000Z,Florida Gulf Coast,ASUN,Prairie View A&M,SWAC,20112012,,False,88,,232,,False,True,False,STD,
78174,2012,regular,2011-11-18T00:05:00.000Z,Prairie View A&M,SWAC,Florida Gulf Coast,ASUN,20112012,,False,232,,88,,False,False,False,STD,
78178,2012,regular,2011-11-18T00:30:00.000Z,Colorado,Pac-12,Wichita State,MVC,20112012,,False,56,,352,,True,True,False,TRNMNT,
78178,2012,regular,2011-11-18T00:30:00.000Z,Wichita State,MVC,Colorado,Pac-12,20112012,,False,352,,56,,True,False,False,TRNMNT,
78177,2012,regular,2011-11-18T00:30:00.000Z,East Carolina,CUSA,Coker,,20112012,,False,74,,965,,False,True,False,STD,
78177,2012,regular,2011-11-18T00:30:00.000Z,Coker,,East Carolina,CUSA,20112012,,False,965,,74,,False,False,False,STD,
78176,2012,regular,2011-11-18T00:30:00.000Z,Rutgers,Big East,Sacred Heart,NEC,20112012,,False,245,,250,,False,True,False,STD,
78176,2012,regular,2011-11-18T00:30:00.000Z,Sacred Heart,NEC,Rutgers,Big East,20112012,,False,250,,245,,False,False,False,STD,
78175,2012,regular,2011-11-18T00:30:00.000Z,Presbyterian,Big South,Western Carolina,SoCon,20112012,,False,233,,348,,False,True,False,STD,
78175,2012,regular,2011-11-18T00:30:00.000Z,Western Carolina,SoCon,Presbyterian,Big South,20112012,,False,348,,233,,False,False,False,STD,
78179,2012,regular,2011-11-18T01:00:00.000Z,Saint Joseph's,A-10,Georgia Tech,ACC,20112012,,False,251,,101,,True,True,False,TRNMNT,
78179,2012,regular,2011-11-18T01:00:00.000Z,Georgia Tech,ACC,Saint Joseph's,A-10,20112012,,False,101,,251,,True,False,False,TRNMNT,
78180,2012,regular,2011-11-18T01:00:00.000Z,Iowa,Big Ten,Northern Illinois,MAC,20112012,,False,124,,208,,False,True,False,STD,
78180,2012,regular,2011-11-18T01:00:00.000Z,Northern Illinois,MAC,Iowa,Big Ten,20112012,,False,208,,124,,False,False,False,STD,
78181,2012,regular,2011-11-18T01:00:00.000Z,Rice,CUSA,Southern,SWAC,20112012,,False,241,,274,,False,True,False,STD,
78181,2012,regular,2011-11-18T01:00:00.000Z,Southern,SWAC,Rice,CUSA,20112012,,False,274,,241,,False,False,False,STD,
78182,2012,regular,2011-11-18T01:00:00.000Z,Missouri,Big 12,Niagara,MAAC,20112012,,False,177,,194,,False,True,False,TRNMNT,
78182,2012,regular,2011-11-18T01:00:00.000Z,Niagara,MAAC,Missouri,Big 12,20112012,,False,194,,177,,False,False,False,TRNMNT,
78152,2012,regular,2011-11-18T01:00:00.000Z,Florida,SEC,North Florida,ASUN,20112012,,False,87,,203,,False,True,False,STD,
78152,2012,regular,2011-11-18T01:00:00.000Z,North Florida,ASUN,Florida,SEC,20112012,,False,203,,87,,False,False,False,STD,
78183,2012,regular,2011-11-18T01:05:00.000Z,Illinois State,MVC,SIU Edwardsville,OVC,20112012,,False,119,,247,,False,True,False,STD,
78183,2012,regular,2011-11-18T01:05:00.000Z,SIU Edwardsville,OVC,Illinois State,MVC,20112012,,False,247,,119,,False,False,False,STD,
78184,2012,regular,2011-11-18T01:05:00.000Z,Arkansas State,Sun Belt,UT Martin,OVC,20112012,,False,13,,325,,False,True,False,STD,
78184,2012,regular,2011-11-18T01:05:00.000Z,UT Martin,OVC,Arkansas State,Sun Belt,20112012,,False,325,,13,,False,False,False,STD,
78153,2012,regular,2011-11-18T01:30:00.000Z,Michigan,Big Ten,Western Illinois,Summit,20112012,,False,170,,349,,False,True,False,STD,
78153,2012,regular,2011-11-18T01:30:00.000Z,Western Illinois,Summit,Michigan,Big Ten,20112012,,False,349,,170,,False,False,False,STD,
78185,2012,regular,2011-11-18T01:30:00.000Z,Murray State,OVC,Tennessee Temple,,20112012,,False,184,,1333,,False,True,True,STD,
78185,2012,regular,2011-11-18T01:30:00.000Z,Tennessee Temple,,Murray State,OVC,20112012,,False,1333,,184,,False,False,True,STD,
78188,2012,regular,2011-11-18T02:00:00.000Z,Southern Utah,Summit,Montana State-Billings,,20112012,,False,276,,1381,,False,True,False,STD,
78188,2012,regular,2011-11-18T02:00:00.000Z,Montana State-Billings,,Southern Utah,Summit,20112012,,False,1381,,276,,False,False,False,STD,
78189,2012,regular,2011-11-18T02:00:00.000Z,Montana,Big Sky,Idaho,WAC,20112012,,False,179,,117,,False,True,False,STD,
78189,2012,regular,2011-11-18T02:00:00.000Z,Idaho,WAC,Montana,Big Sky,20112012,,False,117,,179,,False,False,False,STD,
78189,2012,regular,2011-11-18T02:00:00.000Z,Montana,Big Sky,Idaho,Big Sky,20112012,,False,179,,117,,False,True,False,STD,
78189,2012,regular,2011-11-18T02:00:00.000Z,Idaho,Big Sky,Montana,Big Sky,20112012,,False,117,,179,,False,False,False,STD,
78186,2012,regular,2011-11-18T02:00:00.000Z,Denver,Sun Belt,Southern Miss,CUSA,20112012,,False,68,,275,,False,True,False,STD,
78186,2012,regular,2011-11-18T02:00:00.000Z,Southern Miss,CUSA,Denver,Sun Belt,20112012,,False,275,,68,,False,False,False,STD,
78187,2012,regular,2011-11-18T02:00:00.000Z,Illinois,Big Ten,Lipscomb,ASUN,20112012,,False,118,,143,,False,True,False,STD,
78187,2012,regular,2011-11-18T02:00:00.000Z,Lipscomb,ASUN,Illinois,Big Ten,20112012,,False,143,,118,,False,False,False,STD,
78190,2012,regular,2011-11-18T02:30:00.000Z,St. John's,Big East,Arizona,Pac-12,20112012,,False,279,,11,,False,True,False,STD,
78190,2012,regular,2011-11-18T02:30:00.000Z,Arizona,Pac-12,St. John's,Big East,20112012,,False,11,,279,,False,False,False,STD,
78191,2012,regular,2011-11-18T03:00:00.000Z,Oregon,Pac-12,Eastern Washington,Big Sky,20112012,,False,223,,80,,False,True,False,STD,
78191,2012,regular,2011-11-18T03:00:00.000Z,Eastern Washington,Big Sky,Oregon,Pac-12,20112012,,False,80,,223,,False,False,False,STD,
78194,2012,regular,2011-11-18T03:00:00.000Z,San Diego State,Mountain West,USC,Pac-12,20112012,,False,257,,323,,False,True,False,STD,
78194,2012,regular,2011-11-18T03:00:00.000Z,USC,Pac-12,San Diego State,Mountain West,20112012,,False,323,,257,,False,False,False,STD,
78193,2012,regular,2011-11-18T03:00:00.000Z,UNLV,Mountain West,Canisius,MAAC,20112012,,False,322,,42,,False,True,False,STD,
78193,2012,regular,2011-11-18T03:00:00.000Z,Canisius,MAAC,UNLV,Mountain West,20112012,,False,42,,322,,False,False,False,STD,
78192,2012,regular,2011-11-18T03:00:00.000Z,Nevada,WAC,Pacific,WCC,20112012,,False,189,,225,,False,True,False,STD,
78192,2012,regular,2011-11-18T03:00:00.000Z,Pacific,WCC,Nevada,WAC,20112012,,False,225,,189,,False,False,False,STD,
78192,2012,regular,2011-11-18T03:00:00.000Z,Nevada,WAC,Pacific,Big West,20112012,,False,189,,225,,False,True,False,STD,
78192,2012,regular,2011-11-18T03:00:00.000Z,Pacific,Big West,Nevada,WAC,20112012,,False,225,,189,,False,False,False,STD,
78195,2012,regular,2011-11-18T03:05:00.000Z,Washington State,Pac-12,Sacramento State,Big Sky,20112012,,False,344,,249,,False,True,False,STD,
78195,2012,regular,2011-11-18T03:05:00.000Z,Sacramento State,Big Sky,Washington State,Pac-12,20112012,,False,249,,344,,False,False,False,STD,
78199,2012,regular,2011-11-18T18:00:00.000Z,Purdue,Big Ten,Temple,A-10,20112012,,False,236,,289,,True,True,False,TRNMNT,
78199,2012,regular,2011-11-18T18:00:00.000Z,Temple,A-10,Purdue,Big Ten,20112012,,False,289,,236,,True,False,False,TRNMNT,
78200,2012,regular,2011-11-18T18:00:00.000Z,Drexel,CAA,Norfolk State,MEAC,20112012,,False,71,,196,,True,True,False,TRNMNT,
78200,2012,regular,2011-11-18T18:00:00.000Z,Norfolk State,MEAC,Drexel,CAA,20112012,,False,196,,71,,True,False,False,TRNMNT,
78201,2012,regular,2011-11-18T18:00:00.000Z,LSU,SEC,Western Kentucky,Sun Belt,20112012,,False,136,,350,,True,True,False,TRNMNT,
78201,2012,regular,2011-11-18T18:00:00.000Z,Western Kentucky,Sun Belt,LSU,SEC,20112012,,False,350,,136,,True,False,False,TRNMNT,
78202,2012,regular,2011-11-18T18:30:00.000Z,Tulane,CUSA,Maryland Eastern Shore,MEAC,20112012,,False,303,,159,,False,True,False,STD,
78202,2012,regular,2011-11-18T18:30:00.000Z,Maryland Eastern Shore,MEAC,Tulane,CUSA,20112012,,False,159,,303,,False,False,False,STD,
78204,2012,regular,2011-11-18T20:30:00.000Z,Ole Miss,SEC,Drake,MVC,20112012,,False,220,,70,,True,True,False,TRNMNT,
78204,2012,regular,2011-11-18T20:30:00.000Z,Drake,MVC,Ole Miss,SEC,20112012,,False,70,,220,,True,False,False,TRNMNT,
78203,2012,regular,2011-11-18T20:30:00.000Z,Iona,MAAC,Western Michigan,MAC,20112012,,False,123,,351,,True,True,False,TRNMNT,
78203,2012,regular,2011-11-18T20:30:00.000Z,Western Michigan,MAC,Iona,MAAC,20112012,,False,351,,123,,True,False,False,TRNMNT,
78205,2012,regular,2011-11-18T20:30:00.000Z,Northwestern,Big Ten,Tulsa,CUSA,20112012,,False,212,,304,,True,True,False,TRNMNT,
78205,2012,regular,2011-11-18T20:30:00.000Z,Tulsa,CUSA,Northwestern,Big Ten,20112012,,False,304,,212,,True,False,False,TRNMNT,
78206,2012,regular,2011-11-18T21:30:00.000Z,William & Mary,CAA,Lehigh,Patriot,20112012,,False,353,,141,,True,True,False,TRNMNT,
78206,2012,regular,2011-11-18T21:30:00.000Z,Lehigh,Patriot,William & Mary,CAA,20112012,,False,141,,353,,True,False,False,TRNMNT,
78207,2012,regular,2011-11-18T21:30:00.000Z,St. John's,Big East,Texas A&M,Big 12,20112012,,False,279,,293,,False,True,False,STD,
78207,2012,regular,2011-11-18T21:30:00.000Z,Texas A&M,Big 12,St. John's,Big East,20112012,,False,293,,279,,False,False,False,STD,
78208,2012,regular,2011-11-18T22:05:00.000Z,Indiana State,MVC,Ball State,MAC,20112012,,False,122,,19,,False,True,False,STD,
78208,2012,regular,2011-11-18T22:05:00.000Z,Ball State,MAC,Indiana State,MVC,20112012,,False,19,,122,,False,False,False,STD,
78209,2012,regular,2011-11-18T22:30:00.000Z,Texas State,Southland,Toledo,MAC,20112012,,False,297,,300,,True,True,False,TRNMNT,
78209,2012,regular,2011-11-18T22:30:00.000Z,Toledo,MAC,Texas State,Southland,20112012,,False,300,,297,,True,False,False,TRNMNT,
78212,2012,regular,2011-11-18T23:00:00.000Z,District Of Columbia,,Duquesne,A-10,20112012,,False,640,,73,,True,True,False,TRNMNT,
78212,2012,regular,2011-11-18T23:00:00.000Z,Duquesne,A-10,District Of Columbia,,20112012,,False,73,,640,,True,False,False,TRNMNT,
78197,2012,regular,2011-11-18T23:00:00.000Z,Duke,ACC,Davidson,SoCon,20112012,,False,72,,63,,False,True,False,STD,
78197,2012,regular,2011-11-18T23:00:00.000Z,Davidson,SoCon,Duke,ACC,20112012,,False,63,,72,,False,False,False,STD,
78211,2012,regular,2011-11-18T23:00:00.000Z,Nicholls,Southland,Cal State Fullerton,Big West,20112012,,False,195,,37,,True,True,False,TRNMNT,
78211,2012,regular,2011-11-18T23:00:00.000Z,Cal State Fullerton,Big West,Nicholls,Southland,20112012,,False,37,,195,,True,False,False,TRNMNT,
78210,2012,regular,2011-11-18T23:00:00.000Z,Saint Joseph's,A-10,Seton Hall,Big East,20112012,,False,251,,263,,True,True,False,TRNMNT,
78210,2012,regular,2011-11-18T23:00:00.000Z,Seton Hall,Big East,Saint Joseph's,A-10,20112012,,False,263,,251,,True,False,False,TRNMNT,
78213,2012,regular,2011-11-18T23:00:00.000Z,Virginia,ACC,TCU,Mountain West,20112012,,False,339,,287,,True,True,False,TRNMNT,
78213,2012,regular,2011-11-18T23:00:00.000Z,TCU,Mountain West,Virginia,ACC,20112012,,False,287,,339,,True,False,False,TRNMNT,
78214,2012,regular,2011-11-18T23:30:00.000Z,Mississippi State,SEC,Arizona,Pac-12,20112012,,False,174,,11,,True,True,False,STD,
78214,2012,regular,2011-11-18T23:30:00.000Z,Arizona,Pac-12,Mississippi State,SEC,20112012,,False,11,,174,,True,False,False,STD,
78215,2012,regular,2011-11-18T23:30:00.000Z,Michigan State,Big Ten,Texas Southern,SWAC,20112012,,False,169,,296,,False,True,False,TRNMNT,
78215,2012,regular,2011-11-18T23:30:00.000Z,Texas Southern,SWAC,Michigan State,Big Ten,20112012,,False,296,,169,,False,False,False,TRNMNT,
78216,2012,regular,2011-11-18T23:30:00.000Z,Colorado,Pac-12,Maryland,ACC,20112012,,False,56,,160,,True,True,False,TRNMNT,
78216,2012,regular,2011-11-18T23:30:00.000Z,Maryland,ACC,Colorado,Pac-12,20112012,,False,160,,56,,True,False,False,TRNMNT,
78226,2012,regular,2011-11-19T00:00:00.000Z,Georgia Southern,SoCon,Webber International,,20112012,,False,99,,802,,False,True,False,STD,
78226,2012,regular,2011-11-19T00:00:00.000Z,Webber International,,Georgia Southern,SoCon,20112012,,False,802,,99,,False,False,False,STD,
78198,2012,regular,2011-11-19T00:00:00.000Z,Xavier,A-10,Miami (OH),MAC,20112012,,False,359,,167,,False,True,False,STD,
78198,2012,regular,2011-11-19T00:00:00.000Z,Miami (OH),MAC,Xavier,A-10,20112012,,False,167,,359,,False,False,False,STD,
78217,2012,regular,2011-11-19T00:00:00.000Z,Liberty,Big South,Eastern Kentucky,OVC,20112012,,False,142,,78,,False,True,True,TRNMNT,
78217,2012,regular,2011-11-19T00:00:00.000Z,Eastern Kentucky,OVC,Liberty,Big South,20112012,,False,78,,142,,False,False,True,TRNMNT,
78218,2012,regular,2011-11-19T00:00:00.000Z,Georgia State,CAA,McNeese,Southland,20112012,,False,100,,162,,False,True,False,STD,
78218,2012,regular,2011-11-19T00:00:00.000Z,McNeese,Southland,Georgia State,CAA,20112012,,False,162,,100,,False,False,False,STD,
78218,2012,regular,2011-11-19T00:00:00.000Z,Georgia State,Sun Belt,McNeese,Southland,20112012,,False,100,,162,,False,True,False,STD,
78218,2012,regular,2011-11-19T00:00:00.000Z,McNeese,Southland,Georgia State,Sun Belt,20112012,,False,162,,100,,False,False,False,STD,
78220,2012,regular,2011-11-19T00:00:00.000Z,Eastern Michigan,MAC,Little Rock,Sun Belt,20112012,,False,79,,144,,False,True,False,TRNMNT,
78220,2012,regular,2011-11-19T00:00:00.000Z,Little Rock,Sun Belt,Eastern Michigan,MAC,20112012,,False,144,,79,,False,False,False,TRNMNT,
78221,2012,regular,2011-11-19T00:00:00.000Z,Detroit Mercy,Horizon,Concordia-Ann Arbor,,20112012,,False,69,,616,,False,True,False,STD,
78221,2012,regular,2011-11-19T00:00:00.000Z,Concordia-Ann Arbor,,Detroit Mercy,Horizon,20112012,,False,616,,69,,False,False,False,STD,
78222,2012,regular,2011-11-19T00:00:00.000Z,UCF,CUSA,High Point,Big South,20112012,,False,312,,109,,False,True,False,STD,
78222,2012,regular,2011-11-19T00:00:00.000Z,High Point,Big South,UCF,CUSA,20112012,,False,109,,312,,False,False,False,STD,
78223,2012,regular,2011-11-19T00:00:00.000Z,Cleveland State,Horizon,St. Bonaventure,A-10,20112012,,False,53,,277,,False,True,False,STD,
78223,2012,regular,2011-11-19T00:00:00.000Z,St. Bonaventure,A-10,Cleveland State,Horizon,20112012,,False,277,,53,,False,False,False,STD,
78224,2012,regular,2011-11-19T00:00:00.000Z,Coastal Carolina,Big South,Spalding,,20112012,,False,54,,831,,False,True,True,STD,
78224,2012,regular,2011-11-19T00:00:00.000Z,Spalding,,Coastal Carolina,Big South,20112012,,False,831,,54,,False,False,True,STD,
78225,2012,regular,2011-11-19T00:00:00.000Z,Jacksonville,ASUN,Samford,SoCon,20112012,,False,127,,256,,False,True,False,STD,
78225,2012,regular,2011-11-19T00:00:00.000Z,Samford,SoCon,Jacksonville,ASUN,20112012,,False,256,,127,,False,False,False,STD,
78227,2012,regular,2011-11-19T00:00:00.000Z,Chattanooga,SoCon,Kennesaw State,ASUN,20112012,,False,49,,133,,False,True,False,STD,
78227,2012,regular,2011-11-19T00:00:00.000Z,Kennesaw State,ASUN,Chattanooga,SoCon,20112012,,False,133,,49,,False,False,False,STD,
78228,2012,regular,2011-11-19T00:00:00.000Z,Villanova,Big East,Delaware,CAA,20112012,,False,338,,66,,False,True,False,STD,
78228,2012,regular,2011-11-19T00:00:00.000Z,Delaware,CAA,Villanova,Big East,20112012,,False,66,,338,,False,False,False,STD,
78229,2012,regular,2011-11-19T00:00:00.000Z,Fairleigh Dickinson,NEC,Saint Peter's,MAAC,20112012,,False,84,,254,,False,True,False,STD,
78229,2012,regular,2011-11-19T00:00:00.000Z,Saint Peter's,MAAC,Fairleigh Dickinson,NEC,20112012,,False,254,,84,,False,False,False,STD,
78219,2012,regular,2011-11-19T00:00:00.000Z,Fordham,A-10,Binghamton,Am. East,20112012,,False,91,,24,,False,True,False,STD,
78219,2012,regular,2011-11-19T00:00:00.000Z,Binghamton,Am. East,Fordham,A-10,20112012,,False,24,,91,,False,False,False,STD,
78230,2012,regular,2011-11-19T00:05:00.000Z,Youngstown State,Horizon,UC Riverside,Big West,20112012,,False,361,,309,,False,True,False,STD,
78230,2012,regular,2011-11-19T00:05:00.000Z,UC Riverside,Big West,Youngstown State,Horizon,20112012,,False,309,,361,,False,False,False,STD,
78231,2012,regular,2011-11-19T00:30:00.000Z,Holy Cross,Patriot,Boston College,ACC,20112012,,False,111,,26,,True,True,False,STD,
78231,2012,regular,2011-11-19T00:30:00.000Z,Boston College,ACC,Holy Cross,Patriot,20112012,,False,26,,111,,True,False,False,STD,
78234,2012,regular,2011-11-19T01:00:00.000Z,Milwaukee,Horizon,IU Indianapolis,Summit,20112012,,False,172,,115,,False,True,False,TRNMNT,
78234,2012,regular,2011-11-19T01:00:00.000Z,IU Indianapolis,Summit,Milwaukee,Horizon,20112012,,False,115,,172,,False,False,False,TRNMNT,
78235,2012,regular,2011-11-19T01:00:00.000Z,Oklahoma,Big 12,Coppin State,MEAC,20112012,,False,217,,59,,False,True,False,STD,
78235,2012,regular,2011-11-19T01:00:00.000Z,Coppin State,MEAC,Oklahoma,Big 12,20112012,,False,59,,217,,False,False,False,STD,
78232,2012,regular,2011-11-19T01:00:00.000Z,Elon,SoCon,Rutgers-Camden,,20112012,,False,81,,1064,,False,True,False,STD,
78232,2012,regular,2011-11-19T01:00:00.000Z,Rutgers-Camden,,Elon,SoCon,20112012,,False,1064,,81,,False,False,False,STD,
78233,2012,regular,2011-11-19T01:00:00.000Z,UT Rio Grande Valley,Great West,South Carolina Upstate,ASUN,20112012,,False,326,,268,,False,True,False,TRNMNT,
78233,2012,regular,2011-11-19T01:00:00.000Z,South Carolina Upstate,ASUN,UT Rio Grande Valley,Great West,20112012,,False,268,,326,,False,False,False,TRNMNT,
78236,2012,regular,2011-11-19T01:00:00.000Z,Arkansas,SEC,Houston,CUSA,20112012,,False,12,,113,,False,True,False,STD,
78236,2012,regular,2011-11-19T01:00:00.000Z,Houston,CUSA,Arkansas,SEC,20112012,,False,113,,12,,False,False,False,STD,
78239,2012,regular,2011-11-19T01:30:00.000Z,Marquette,Big East,Winthrop,Big South,20112012,,False,157,,354,,True,True,False,TRNMNT,
78239,2012,regular,2011-11-19T01:30:00.000Z,Winthrop,Big South,Marquette,Big East,20112012,,False,354,,157,,True,False,False,TRNMNT,
78241,2012,regular,2011-11-19T01:30:00.000Z,Arizona State,Pac-12,New Mexico,Mountain West,20112012,,False,10,,191,,False,True,False,STD,
78241,2012,regular,2011-11-19T01:30:00.000Z,New Mexico,Mountain West,Arizona State,Pac-12,20112012,,False,191,,10,,False,False,False,STD,
78240,2012,regular,2011-11-19T01:30:00.000Z,Georgia Tech,ACC,VCU,CAA,20112012,,False,101,,333,,True,True,False,TRNMNT,
78240,2012,regular,2011-11-19T01:30:00.000Z,VCU,CAA,Georgia Tech,ACC,20112012,,False,333,,101,,True,False,False,TRNMNT,
78237,2012,regular,2011-11-19T01:30:00.000Z,Valparaiso,Horizon,Akron,MAC,20112012,,False,335,,3,,False,True,False,TRNMNT,
78237,2012,regular,2011-11-19T01:30:00.000Z,Akron,MAC,Valparaiso,Horizon,20112012,,False,3,,335,,False,False,False,TRNMNT,
78238,2012,regular,2011-11-19T01:30:00.000Z,Louisiana,Sun Belt,Houston Christian,Great West,20112012,,False,148,,112,,False,True,False,TRNMNT,
78238,2012,regular,2011-11-19T01:30:00.000Z,Houston Christian,Great West,Louisiana,Sun Belt,20112012,,False,112,,148,,False,False,False,TRNMNT,
78242,2012,regular,2011-11-19T01:35:00.000Z,Northern Arizona,Big Sky,Phoenix,,20112012,,False,206,,1084,,False,True,False,STD,
78242,2012,regular,2011-11-19T01:35:00.000Z,Phoenix,,Northern Arizona,Big Sky,20112012,,False,1084,,206,,False,False,False,STD,
