season,seasontype,week,poll,rank,team,conference,points
2017,regular,5,AFCA Division II Coaches Poll,8,Grand Valley State University,GLIAC,569
2017,regular,5,AFCA Division II Coaches Poll,9,Delta State,Gulf South,541
2017,regular,5,AFCA Division II Coaches Poll,10,Midwestern State,Lone Star,540
2017,regular,5,AFCA Division II Coaches Poll,11,Fort Hays State,Mid America,487
2017,regular,5,AFCA Division II Coaches Poll,12,Slippery Rock,Pennsylvania State Athletic,421
2017,regular,5,AFCA Division II Coaches Poll,13,Central Washington,Great Northwest,416
2017,regular,5,AFCA Division II Coaches Poll,14,CSU Pueblo,Rocky Mountain,391
2017,regular,5,AFCA Division II Coaches Poll,15,Ferris State,GLIAC,356
2017,regular,5,AFCA Division II Coaches Poll,16,PennWest California,Pennsylvania State Athletic,312
2017,regular,5,AFCA Division II Coaches Poll,17,Humboldt State,Great Northwest,303
2017,regular,5,AFCA Division II Coaches Poll,18,Ashland,GLIAC,257
2017,regular,5,AFCA Division II Coaches Poll,19,Bowie State,CIAA,241
2017,regular,5,AFCA Division II Coaches Poll,20,Assumption,Northeast 10,237
2017,regular,5,AFCA Division II Coaches Poll,21,Colorado Mesa,Rocky Mountain,211
2017,regular,5,AFCA Division II Coaches Poll,22,Winona State,Northern Sun,163
2017,regular,5,AFCA Division II Coaches Poll,23,Southeastern Oklahoma State,Great American,105
2017,regular,5,AFCA Division II Coaches Poll,24,Arkansas Tech,Great American,95
2017,regular,5,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,54
2017,regular,5,AP Top 25,1,Alabama,SEC,1515
2017,regular,5,AP Top 25,2,Clemson,ACC,1458
2017,regular,5,AP Top 25,3,Oklahoma,Big 12,1397
2017,regular,5,AP Top 25,4,Penn State,Big Ten,1304
2017,regular,5,AP Top 25,5,USC,Pac-12,1247
2017,regular,5,AP Top 25,6,Washington,Pac-12,1188
2017,regular,5,AP Top 25,7,Georgia,SEC,1136
2017,regular,5,AP Top 25,8,Michigan,Big Ten,1088
2017,regular,5,AP Top 25,9,TCU,Big 12,1028
2017,regular,5,AP Top 25,10,Wisconsin,Big Ten,1023
2017,regular,5,AP Top 25,11,Ohio State,Big Ten,1016
2017,regular,5,AP Top 25,12,Virginia Tech,ACC,828
2017,regular,5,AP Top 25,13,Auburn,SEC,701
2017,regular,5,AP Top 25,14,Miami,ACC,693
2017,regular,5,AP Top 25,15,Oklahoma State,Big 12,665
2017,regular,5,AP Top 25,16,Washington State,Pac-12,551
2017,regular,5,AP Top 25,17,Louisville,ACC,502
2017,regular,5,AP Top 25,18,South Florida,American Athletic,406
2017,regular,5,AP Top 25,19,San Diego State,Mountain West,365
2017,regular,5,AP Top 25,20,Utah,Pac-12,356
2017,regular,5,AP Top 25,21,Florida,SEC,342
2017,regular,5,AP Top 25,22,Notre Dame,FBS Independents,246
2017,regular,5,AP Top 25,23,West Virginia,Big 12,212
2017,regular,5,AP Top 25,24,Mississippi State,SEC,148
2017,regular,5,AP Top 25,25,LSU,SEC,92
2017,regular,5,Coaches Poll,1,Alabama,SEC,1570
2017,regular,5,Coaches Poll,2,Clemson,ACC,1499
2017,regular,5,Coaches Poll,3,Oklahoma,Big 12,1443
2017,regular,5,Coaches Poll,4,Penn State,Big Ten,1328
2017,regular,5,Coaches Poll,5,USC,Pac-12,1306
2017,regular,5,Coaches Poll,6,Washington,Pac-12,1277
2017,regular,5,Coaches Poll,7,Michigan,Big Ten,1152
2017,regular,5,Coaches Poll,8,Georgia,SEC,1089
2017,regular,5,Coaches Poll,9,Ohio State,Big Ten,1066
2017,regular,5,Coaches Poll,10,Wisconsin,Big Ten,1029
2017,regular,5,Coaches Poll,11,TCU,Big 12,985
2017,regular,5,Coaches Poll,12,Virginia Tech,ACC,877
2017,regular,5,Coaches Poll,13,Miami,ACC,727
2017,regular,5,Coaches Poll,14,Oklahoma State,Big 12,687
2017,regular,5,Coaches Poll,15,Auburn,SEC,664
2017,regular,5,Coaches Poll,16,Washington State,Pac-12,574
2017,regular,5,Coaches Poll,17,South Florida,American Athletic,522
2017,regular,5,Coaches Poll,18,Louisville,ACC,505
2017,regular,5,Coaches Poll,19,Utah,Pac-12,437
2017,regular,5,Coaches Poll,20,Florida,SEC,345
2017,regular,5,Coaches Poll,21,San Diego State,Mountain West,315
2017,regular,5,Coaches Poll,22,LSU,SEC,221
2017,regular,5,Coaches Poll,23,West Virginia,Big 12,184
2017,regular,5,Coaches Poll,24,Mississippi State,SEC,132
2017,regular,5,Coaches Poll,25,Florida State,ACC,104
2017,regular,5,FCS Coaches Poll,1,James Madison,CAA,649
2017,regular,5,FCS Coaches Poll,2,North Dakota State,MVFC,625
2017,regular,5,FCS Coaches Poll,3,Sam Houston,Southland,594
2017,regular,5,FCS Coaches Poll,4,South Dakota State,MVFC,551
2017,regular,5,FCS Coaches Poll,5,Jacksonville State,OVC,530
2017,regular,5,FCS Coaches Poll,5,Youngstown State,MVFC,530
2017,regular,5,FCS Coaches Poll,7,Wofford,Southern,482
2017,regular,5,FCS Coaches Poll,8,Eastern Washington,Big Sky,396
2017,regular,5,FCS Coaches Poll,8,Illinois State,MVFC,396
2017,regular,5,FCS Coaches Poll,10,South Dakota,MVFC,383
2017,regular,5,FCS Coaches Poll,11,The Citadel,Southern,382
2017,regular,5,FCS Coaches Poll,12,Central Arkansas,Southland,340
2017,regular,5,FCS Coaches Poll,13,North Carolina A&T,MEAC,319
2017,regular,5,FCS Coaches Poll,14,New Hampshire,CAA,310
2017,regular,5,FCS Coaches Poll,15,Richmond,CAA,292
2017,regular,5,FCS Coaches Poll,16,Western Illinois,MVFC,276
2017,regular,5,FCS Coaches Poll,17,Villanova,CAA,262
2017,regular,5,FCS Coaches Poll,18,Weber State,Big Sky,261
2017,regular,5,FCS Coaches Poll,19,Grambling,SWAC,174
2017,regular,5,FCS Coaches Poll,20,Northern Iowa,MVFC,103
2017,regular,5,FCS Coaches Poll,21,UT Martin,OVC,95
2017,regular,5,FCS Coaches Poll,22,UAlbany,CAA,84
2017,regular,5,FCS Coaches Poll,23,Samford,Southern,82
2017,regular,5,FCS Coaches Poll,24,Tennessee State,OVC,59
2017,regular,5,FCS Coaches Poll,25,McNeese,Southland,46
2017,regular,6,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,850
2017,regular,6,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,797
2017,regular,6,AFCA Division II Coaches Poll,3,Indiana-Pennsylvania,Pennsylvania State Athletic,780
2017,regular,6,AFCA Division II Coaches Poll,4,Minnesota State Mankato,Northern Sun,750
2017,regular,6,AFCA Division II Coaches Poll,5,Indianapolis,Great Lakes,688
2017,regular,6,AFCA Division II Coaches Poll,6,Midwestern State,Lone Star,682
2017,regular,6,AFCA Division II Coaches Poll,7,Grand Valley State University,GLIAC,615
2017,regular,6,AFCA Division II Coaches Poll,8,Fort Hays State,Mid America,600
2017,regular,6,AFCA Division II Coaches Poll,9,Slippery Rock,Pennsylvania State Athletic,516
2017,regular,6,AFCA Division II Coaches Poll,10,Central Washington,Great Northwest,507
2017,regular,6,AFCA Division II Coaches Poll,11,East Texas A&M,Lone Star,483
2017,regular,6,AFCA Division II Coaches Poll,12,CSU Pueblo,Rocky Mountain,417
2017,regular,6,AFCA Division II Coaches Poll,13,Winona State,Northern Sun,367
2017,regular,6,AFCA Division II Coaches Poll,14,Bowie State,CIAA,358
2017,regular,6,AFCA Division II Coaches Poll,15,Ferris State,GLIAC,356
2017,regular,6,AFCA Division II Coaches Poll,16,Ashland,GLIAC,319
2017,regular,6,AFCA Division II Coaches Poll,17,Assumption,Northeast 10,306
2017,regular,6,AFCA Division II Coaches Poll,18,Sioux Falls,Northern Sun,287
2017,regular,6,AFCA Division II Coaches Poll,19,Southeastern Oklahoma State,Great American,223
2017,regular,6,AFCA Division II Coaches Poll,20,Colorado Mesa,Rocky Mountain,216
2017,regular,6,AFCA Division II Coaches Poll,21,Delta State,Gulf South,206
2017,regular,6,AFCA Division II Coaches Poll,22,West Georgia,Gulf South,175
2017,regular,6,AFCA Division II Coaches Poll,23,West Alabama,Gulf South,172
2017,regular,6,AFCA Division II Coaches Poll,24,Wingate,South Atlantic,88
2017,regular,6,AFCA Division II Coaches Poll,25,Humboldt State,Great Northwest,82
2017,regular,6,AP Top 25,1,Alabama,SEC,1506
2017,regular,6,AP Top 25,2,Clemson,ACC,1475
2017,regular,6,AP Top 25,3,Oklahoma,Big 12,1392
2017,regular,6,AP Top 25,4,Penn State,Big Ten,1325
2017,regular,6,AP Top 25,5,Georgia,SEC,1237
2017,regular,6,AP Top 25,6,Washington,Pac-12,1218
2017,regular,6,AP Top 25,7,Michigan,Big Ten,1115
2017,regular,6,AP Top 25,8,TCU,Big 12,1079
2017,regular,6,AP Top 25,9,Wisconsin,Big Ten,1028
2017,regular,6,AP Top 25,10,Ohio State,Big Ten,1016
2017,regular,6,AP Top 25,11,Washington State,Pac-12,980
2017,regular,6,AP Top 25,12,Auburn,SEC,802
2017,regular,6,AP Top 25,13,Miami,ACC,782
2017,regular,6,AP Top 25,14,USC,Pac-12,713
2017,regular,6,AP Top 25,15,Oklahoma State,Big 12,664
2017,regular,6,AP Top 25,16,Virginia Tech,ACC,549
2017,regular,6,AP Top 25,17,Louisville,ACC,507
2017,regular,6,AP Top 25,18,South Florida,American Athletic,440
2017,regular,6,AP Top 25,19,San Diego State,Mountain West,373
2017,regular,6,AP Top 25,20,Utah,Pac-12,358
2017,regular,6,AP Top 25,21,Florida,SEC,349
2017,regular,6,AP Top 25,21,Notre Dame,FBS Independents,349
2017,regular,6,AP Top 25,23,West Virginia,Big 12,221
2017,regular,6,AP Top 25,24,NC State,ACC,149
2017,regular,6,AP Top 25,25,UCF,American Athletic,120
2017,regular,6,Coaches Poll,1,Alabama,SEC,1593
2017,regular,6,Coaches Poll,2,Clemson,ACC,1537
2017,regular,6,Coaches Poll,3,Oklahoma,Big 12,1460
2017,regular,6,Coaches Poll,4,Penn State,Big Ten,1379
2017,regular,6,Coaches Poll,5,Washington,Pac-12,1330
2017,regular,6,Coaches Poll,6,Georgia,SEC,1244
2017,regular,6,Coaches Poll,7,Michigan,Big Ten,1203
2017,regular,6,Coaches Poll,8,Wisconsin,Big Ten,1099
2017,regular,6,Coaches Poll,9,Ohio State,Big Ten,1091
2017,regular,6,Coaches Poll,10,TCU,Big 12,1057
2017,regular,6,Coaches Poll,11,Washington State,Pac-12,936
2017,regular,6,Coaches Poll,12,Miami,ACC,850
2017,regular,6,Coaches Poll,13,Auburn,SEC,782
2017,regular,6,Coaches Poll,14,Oklahoma State,Big 12,756
2017,regular,6,Coaches Poll,15,USC,Pac-12,745
2017,regular,6,Coaches Poll,16,South Florida,American Athletic,562
2017,regular,6,Coaches Poll,17,Louisville,ACC,550
2017,regular,6,Coaches Poll,18,Utah,Pac-12,503
2017,regular,6,Coaches Poll,19,Virginia Tech,ACC,455
2017,regular,6,Coaches Poll,20,Florida,SEC,382
2017,regular,6,Coaches Poll,21,San Diego State,Mountain West,371
2017,regular,6,Coaches Poll,22,Notre Dame,FBS Independents,241
2017,regular,6,Coaches Poll,23,West Virginia,Big 12,239
2017,regular,6,Coaches Poll,24,NC State,ACC,127
2017,regular,6,Coaches Poll,25,UCF,American Athletic,60
2017,regular,6,FCS Coaches Poll,1,James Madison,CAA,649
2017,regular,6,FCS Coaches Poll,2,North Dakota State,MVFC,625
2017,regular,6,FCS Coaches Poll,3,Youngstown State,MVFC,587
2017,regular,6,FCS Coaches Poll,4,Jacksonville State,OVC,549
2017,regular,6,FCS Coaches Poll,5,Wofford,Southern,526
2017,regular,6,FCS Coaches Poll,6,South Dakota,MVFC,465
2017,regular,6,FCS Coaches Poll,7,Illinois State,MVFC,462
2017,regular,6,FCS Coaches Poll,8,Central Arkansas,Southland,455
2017,regular,6,FCS Coaches Poll,9,South Dakota State,MVFC,438
2017,regular,6,FCS Coaches Poll,10,Eastern Washington,Big Sky,427
2017,regular,6,FCS Coaches Poll,11,Sam Houston,Southland,411
2017,regular,6,FCS Coaches Poll,12,North Carolina A&T,MEAC,353
2017,regular,6,FCS Coaches Poll,13,New Hampshire,CAA,337
2017,regular,6,FCS Coaches Poll,14,Richmond,CAA,273
2017,regular,6,FCS Coaches Poll,15,Villanova,CAA,271
2017,regular,6,FCS Coaches Poll,16,Weber State,Big Sky,265
2017,regular,6,FCS Coaches Poll,17,The Citadel,Southern,196
2017,regular,6,FCS Coaches Poll,18,Western Illinois,MVFC,171
2017,regular,6,FCS Coaches Poll,19,Grambling,SWAC,169
2017,regular,6,FCS Coaches Poll,20,Samford,Southern,165
2017,regular,6,FCS Coaches Poll,21,Northern Iowa,MVFC,153
2017,regular,6,FCS Coaches Poll,22,McNeese,Southland,115
2017,regular,6,FCS Coaches Poll,23,Elon,CAA,97
2017,regular,6,FCS Coaches Poll,24,Stony Brook,CAA,90
2017,regular,6,FCS Coaches Poll,25,Nicholls,Southland,30
2017,regular,7,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,850
2017,regular,7,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,791
2017,regular,7,AFCA Division II Coaches Poll,3,Indiana-Pennsylvania,Pennsylvania State Athletic,782
2017,regular,7,AFCA Division II Coaches Poll,4,Minnesota State Mankato,Northern Sun,754
2017,regular,7,AFCA Division II Coaches Poll,5,Midwestern State,Lone Star,682
2017,regular,7,AFCA Division II Coaches Poll,6,Indianapolis,Great Lakes,678
2017,regular,7,AFCA Division II Coaches Poll,7,Grand Valley State University,GLIAC,635
2017,regular,7,AFCA Division II Coaches Poll,8,Fort Hays State,Mid America,616
2017,regular,7,AFCA Division II Coaches Poll,9,Central Washington,Great Northwest,572
2017,regular,7,AFCA Division II Coaches Poll,10,East Texas A&M,Lone Star,541
2017,regular,7,AFCA Division II Coaches Poll,11,Winona State,Northern Sun,494
2017,regular,7,AFCA Division II Coaches Poll,12,Ferris State,GLIAC,424
2017,regular,7,AFCA Division II Coaches Poll,13,Ashland,GLIAC,423
2017,regular,7,AFCA Division II Coaches Poll,14,Assumption,Northeast 10,406
2017,regular,7,AFCA Division II Coaches Poll,15,Sioux Falls,Northern Sun,352
2017,regular,7,AFCA Division II Coaches Poll,16,Colorado Mesa,Rocky Mountain,307
2017,regular,7,AFCA Division II Coaches Poll,17,Slippery Rock,Pennsylvania State Athletic,288
2017,regular,7,AFCA Division II Coaches Poll,18,West Alabama,Gulf South,271
2017,regular,7,AFCA Division II Coaches Poll,19,Delta State,Gulf South,263
2017,regular,7,AFCA Division II Coaches Poll,20,Wingate,South Atlantic,243
2017,regular,7,AFCA Division II Coaches Poll,21,Virginia St,CIAA,165
2017,regular,7,AFCA Division II Coaches Poll,22,Humboldt State,Great Northwest,154
2017,regular,7,AFCA Division II Coaches Poll,23,Bowie State,CIAA,95
2017,regular,7,AFCA Division II Coaches Poll,24,Eastern New Mexico,Lone Star,66
2017,regular,7,AFCA Division II Coaches Poll,25,Southeastern Oklahoma State,Great American,64
2017,regular,7,AP Top 25,1,Alabama,SEC,1507
2017,regular,7,AP Top 25,2,Clemson,ACC,1481
2017,regular,7,AP Top 25,3,Penn State,Big Ten,1370
2017,regular,7,AP Top 25,4,Georgia,SEC,1327
2017,regular,7,AP Top 25,5,Washington,Pac-12,1284
2017,regular,7,AP Top 25,6,TCU,Big 12,1192
2017,regular,7,AP Top 25,7,Wisconsin,Big Ten,1127
2017,regular,7,AP Top 25,8,Washington State,Pac-12,1094
2017,regular,7,AP Top 25,9,Ohio State,Big Ten,1051
2017,regular,7,AP Top 25,10,Auburn,SEC,914
2017,regular,7,AP Top 25,11,Miami,ACC,908
2017,regular,7,AP Top 25,12,Oklahoma,Big 12,851
2017,regular,7,AP Top 25,13,USC,Pac-12,795
2017,regular,7,AP Top 25,14,Oklahoma State,Big 12,712
2017,regular,7,AP Top 25,15,Virginia Tech,ACC,617
2017,regular,7,AP Top 25,16,Notre Dame,FBS Independents,583
2017,regular,7,AP Top 25,17,Michigan,Big Ten,524
2017,regular,7,AP Top 25,18,South Florida,American Athletic,482
2017,regular,7,AP Top 25,19,San Diego State,Mountain West,465
2017,regular,7,AP Top 25,20,NC State,ACC,421
2017,regular,7,AP Top 25,21,Michigan State,Big Ten,416
2017,regular,7,AP Top 25,22,UCF,American Athletic,274
2017,regular,7,AP Top 25,23,Stanford,Pac-12,109
2017,regular,7,AP Top 25,24,Texas Tech,Big 12,105
2017,regular,7,AP Top 25,25,Navy,American Athletic,74
2017,regular,7,Coaches Poll,1,Alabama,SEC,1617
2017,regular,7,Coaches Poll,2,Clemson,ACC,1568
2017,regular,7,Coaches Poll,3,Penn State,Big Ten,1454
2017,regular,7,Coaches Poll,4,Washington,Pac-12,1404
2017,regular,7,Coaches Poll,5,Georgia,SEC,1380
2017,regular,7,Coaches Poll,6,Wisconsin,Big Ten,1243
2017,regular,7,Coaches Poll,7,TCU,Big 12,1229
2017,regular,7,Coaches Poll,8,Ohio State,Big Ten,1146
2017,regular,7,Coaches Poll,9,Washington State,Pac-12,1117
2017,regular,7,Coaches Poll,10,Miami,ACC,1003
2017,regular,7,Coaches Poll,11,Auburn,SEC,941
2017,regular,7,Coaches Poll,12,Oklahoma,Big 12,919
2017,regular,7,Coaches Poll,13,USC,Pac-12,818
2017,regular,7,Coaches Poll,14,Oklahoma State,Big 12,788
2017,regular,7,Coaches Poll,15,South Florida,American Athletic,622
2017,regular,7,Coaches Poll,16,Michigan,Big Ten,612
2017,regular,7,Coaches Poll,17,Virginia Tech,ACC,599
2017,regular,7,Coaches Poll,18,San Diego State,Mountain West,516
2017,regular,7,Coaches Poll,19,Notre Dame,FBS Independents,498
2017,regular,7,Coaches Poll,20,NC State,ACC,455
2017,regular,7,Coaches Poll,21,UCF,American Athletic,273
2017,regular,7,Coaches Poll,22,Michigan State,Big Ten,261
2017,regular,7,Coaches Poll,23,Utah,Pac-12,122
2017,regular,7,Coaches Poll,24,Navy,American Athletic,110
2017,regular,7,Coaches Poll,25,Stanford,Pac-12,107
2017,regular,7,FCS Coaches Poll,1,James Madison,CAA,649
2017,regular,7,FCS Coaches Poll,2,North Dakota State,MVFC,625
2017,regular,7,FCS Coaches Poll,3,Jacksonville State,OVC,585
2017,regular,7,FCS Coaches Poll,4,South Dakota,MVFC,561
2017,regular,7,FCS Coaches Poll,5,Wofford,Southern,548
2017,regular,7,FCS Coaches Poll,6,Central Arkansas,Southland,508
2017,regular,7,FCS Coaches Poll,7,South Dakota State,MVFC,463
2017,regular,7,FCS Coaches Poll,8,Youngstown State,MVFC,457
2017,regular,7,FCS Coaches Poll,9,Sam Houston,Southland,422
2017,regular,7,FCS Coaches Poll,9,Eastern Washington,Big Sky,422
2017,regular,7,FCS Coaches Poll,11,North Carolina A&T,MEAC,388
2017,regular,7,FCS Coaches Poll,12,New Hampshire,CAA,347
2017,regular,7,FCS Coaches Poll,13,Richmond,CAA,306
2017,regular,7,FCS Coaches Poll,14,Villanova,CAA,302
2017,regular,7,FCS Coaches Poll,15,Illinois State,MVFC,301
2017,regular,7,FCS Coaches Poll,16,Weber State,Big Sky,284
2017,regular,7,FCS Coaches Poll,17,Western Illinois,MVFC,256
2017,regular,7,FCS Coaches Poll,18,Samford,Southern,184
2017,regular,7,FCS Coaches Poll,19,Grambling,SWAC,167
2017,regular,7,FCS Coaches Poll,20,Elon,CAA,157
2017,regular,7,FCS Coaches Poll,21,McNeese,Southland,144
2017,regular,7,FCS Coaches Poll,22,The Citadel,Southern,88
2017,regular,7,FCS Coaches Poll,23,Nicholls,Southland,68
2017,regular,7,FCS Coaches Poll,24,Northern Arizona,Big Sky,40
2017,regular,7,FCS Coaches Poll,25,Western Carolina,Southern,36
2017,regular,8,AFCA Division II Coaches Poll,1,Northwest Missouri St,Mid America,850
2017,regular,8,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,794
2017,regular,8,AFCA Division II Coaches Poll,3,Minnesota State Mankato,Northern Sun,753
2017,regular,8,AFCA Division II Coaches Poll,4,Indiana-Pennsylvania,Pennsylvania State Athletic,749
2017,regular,8,AFCA Division II Coaches Poll,5,Midwestern State,Lone Star,697
2017,regular,8,AFCA Division II Coaches Poll,6,Indianapolis,Great Lakes,687
2017,regular,8,AFCA Division II Coaches Poll,7,Fort Hays State,Mid America,646
2017,regular,8,AFCA Division II Coaches Poll,8,Central Washington,Great Northwest,571
2017,regular,8,AFCA Division II Coaches Poll,9,East Texas A&M,Lone Star,539
2017,regular,8,AFCA Division II Coaches Poll,10,Winona State,Northern Sun,537
2017,regular,8,AFCA Division II Coaches Poll,11,Ferris State,GLIAC,503
2017,regular,8,AFCA Division II Coaches Poll,12,Assumption,Northeast 10,475
2017,regular,8,AFCA Division II Coaches Poll,12,Ashland,GLIAC,475
2017,regular,8,AFCA Division II Coaches Poll,14,Sioux Falls,Northern Sun,397
2017,regular,8,AFCA Division II Coaches Poll,15,Colorado Mesa,Rocky Mountain,382
2017,regular,8,AFCA Division II Coaches Poll,16,Wingate,South Atlantic,349
2017,regular,8,AFCA Division II Coaches Poll,17,Virginia St,CIAA,303
2017,regular,8,AFCA Division II Coaches Poll,18,Humboldt State,Great Northwest,250
2017,regular,8,AFCA Division II Coaches Poll,19,Grand Valley State University,GLIAC,216
2017,regular,8,AFCA Division II Coaches Poll,20,Bowie State,CIAA,206
2017,regular,8,AFCA Division II Coaches Poll,21,Eastern New Mexico,Lone Star,168
2017,regular,8,AFCA Division II Coaches Poll,22,Findlay,Great Midwest Athletic,115
2017,regular,8,AFCA Division II Coaches Poll,23,Central Missouri,Mid America,83
2017,regular,8,AFCA Division II Coaches Poll,24,CSU Pueblo,Rocky Mountain,82
2017,regular,8,AFCA Division II Coaches Poll,25,West Alabama,Gulf South,70
2017,regular,8,AP Top 25,1,Alabama,SEC,1525
2017,regular,8,AP Top 25,2,Penn State,Big Ten,1432
2017,regular,8,AP Top 25,3,Georgia,SEC,1417
2017,regular,8,AP Top 25,4,TCU,Big 12,1322
2017,regular,8,AP Top 25,5,Wisconsin,Big Ten,1241
2017,regular,8,AP Top 25,6,Ohio State,Big Ten,1184
2017,regular,8,AP Top 25,7,Clemson,ACC,1117
2017,regular,8,AP Top 25,8,Miami,ACC,1109
2017,regular,8,AP Top 25,9,Oklahoma,Big 12,1066
2017,regular,8,AP Top 25,10,Oklahoma State,Big 12,900
2017,regular,8,AP Top 25,11,USC,Pac-12,886
2017,regular,8,AP Top 25,12,Washington,Pac-12,811
2017,regular,8,AP Top 25,13,Notre Dame,FBS Independents,798
2017,regular,8,AP Top 25,14,Virginia Tech,ACC,727
2017,regular,8,AP Top 25,15,Washington State,Pac-12,578
2017,regular,8,AP Top 25,16,NC State,ACC,573
2017,regular,8,AP Top 25,16,South Florida,American Athletic,573
2017,regular,8,AP Top 25,18,Michigan State,Big Ten,563
2017,regular,8,AP Top 25,19,Michigan,Big Ten,558
2017,regular,8,AP Top 25,20,UCF,American Athletic,387
2017,regular,8,AP Top 25,21,Auburn,SEC,303
2017,regular,8,AP Top 25,22,Stanford,Pac-12,274
2017,regular,8,AP Top 25,23,West Virginia,Big 12,157
2017,regular,8,AP Top 25,24,LSU,SEC,108
2017,regular,8,AP Top 25,25,Memphis,American Athletic,62
2017,regular,8,Coaches Poll,1,Alabama,SEC,1575
2017,regular,8,Coaches Poll,2,Penn State,Big Ten,1483
2017,regular,8,Coaches Poll,3,Georgia,SEC,1450
2017,regular,8,Coaches Poll,4,TCU,Big 12,1345
2017,regular,8,Coaches Poll,5,Wisconsin,Big Ten,1338
2017,regular,8,Coaches Poll,6,Ohio State,Big Ten,1243
2017,regular,8,Coaches Poll,7,Miami,ACC,1144
2017,regular,8,Coaches Poll,8,Clemson,ACC,1106
2017,regular,8,Coaches Poll,9,Oklahoma,Big 12,1079
2017,regular,8,Coaches Poll,10,USC,Pac-12,930
2017,regular,8,Coaches Poll,11,Oklahoma State,Big 12,917
2017,regular,8,Coaches Poll,12,Washington,Pac-12,914
2017,regular,8,Coaches Poll,13,South Florida,American Athletic,716
2017,regular,8,Coaches Poll,14,Virginia Tech,ACC,701
2017,regular,8,Coaches Poll,15,Michigan,Big Ten,657
2017,regular,8,Coaches Poll,16,Notre Dame,FBS Independents,614
2017,regular,8,Coaches Poll,17,NC State,ACC,573
2017,regular,8,Coaches Poll,18,Washington State,Pac-12,564
2017,regular,8,Coaches Poll,19,Michigan State,Big Ten,469
2017,regular,8,Coaches Poll,20,UCF,American Athletic,439
2017,regular,8,Coaches Poll,21,Auburn,SEC,354
2017,regular,8,Coaches Poll,22,Stanford,Pac-12,286
2017,regular,8,Coaches Poll,23,West Virginia,Big 12,144
2017,regular,8,Coaches Poll,24,Texas A&M,SEC,94
2017,regular,8,Coaches Poll,25,LSU,SEC,80
2017,regular,8,FCS Coaches Poll,1,James Madison,CAA,650
2017,regular,8,FCS Coaches Poll,2,North Dakota State,MVFC,624
2017,regular,8,FCS Coaches Poll,3,Jacksonville State,OVC,589
2017,regular,8,FCS Coaches Poll,4,South Dakota,MVFC,575
2017,regular,8,FCS Coaches Poll,5,Wofford,Southern,539
2017,regular,8,FCS Coaches Poll,6,Central Arkansas,Southland,516
2017,regular,8,FCS Coaches Poll,7,Sam Houston,Southland,470
2017,regular,8,FCS Coaches Poll,8,Eastern Washington,Big Sky,467
2017,regular,8,FCS Coaches Poll,9,Youngstown State,MVFC,389
2017,regular,8,FCS Coaches Poll,10,Richmond,CAA,388
2017,regular,8,FCS Coaches Poll,11,North Carolina A&T,MEAC,382
2017,regular,8,FCS Coaches Poll,12,Western Illinois,MVFC,366
2017,regular,8,FCS Coaches Poll,13,South Dakota State,MVFC,315
2017,regular,8,FCS Coaches Poll,14,Samford,Southern,259
2017,regular,8,FCS Coaches Poll,15,Elon,CAA,243
2017,regular,8,FCS Coaches Poll,16,Villanova,CAA,223
2017,regular,8,FCS Coaches Poll,17,Grambling,SWAC,217
2017,regular,8,FCS Coaches Poll,18,New Hampshire,CAA,191
2017,regular,8,FCS Coaches Poll,19,McNeese,Southland,189
2017,regular,8,FCS Coaches Poll,20,Nicholls,Southland,127
2017,regular,8,FCS Coaches Poll,21,Western Carolina,Southern,125
2017,regular,8,FCS Coaches Poll,22,Northern Arizona,Big Sky,102
2017,regular,8,FCS Coaches Poll,23,Weber State,Big Sky,90
2017,regular,8,FCS Coaches Poll,24,Illinois State,MVFC,79
2017,regular,8,FCS Coaches Poll,25,Montana,Big Sky,58
2017,regular,9,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,822
2017,regular,9,AFCA Division II Coaches Poll,2,Shepherd,Mountain East,820
2017,regular,9,AFCA Division II Coaches Poll,3,Indiana-Pennsylvania,Pennsylvania State Athletic,777
2017,regular,9,AFCA Division II Coaches Poll,4,Midwestern State,Lone Star,717
2017,regular,9,AFCA Division II Coaches Poll,5,Indianapolis,Great Lakes,710
2017,regular,9,AFCA Division II Coaches Poll,6,Fort Hays State,Mid America,683
2017,regular,9,AFCA Division II Coaches Poll,7,Central Washington,Great Northwest,625
2017,regular,9,AFCA Division II Coaches Poll,8,Northwest Missouri St,Mid America,577
2017,regular,9,AFCA Division II Coaches Poll,9,East Texas A&M,Lone Star,558
2017,regular,9,AFCA Division II Coaches Poll,10,Assumption,Northeast 10,516
2017,regular,9,AFCA Division II Coaches Poll,11,Ashland,GLIAC,510
2017,regular,9,AFCA Division II Coaches Poll,12,Ferris State,GLIAC,483
2017,regular,9,AFCA Division II Coaches Poll,13,Sioux Falls,Northern Sun,405
2017,regular,9,AFCA Division II Coaches Poll,14,Wingate,South Atlantic,402
2017,regular,9,AFCA Division II Coaches Poll,15,Colorado Mesa,Rocky Mountain,399
2017,regular,9,AFCA Division II Coaches Poll,16,Virginia St,CIAA,347
